"","Gene","ID","Beta","SE","Pval","LogFC","FoldChange","Pval.FDR"
"121","ACAT1","38","1.32296219132239","0.182610808403244","0.000170708945302001","1.32296219132239","2.50179259494319",0.00106656341415193
"122","ACAT2","39","-0.598282756586569","0.196390949349514","0.0186780472109959","-0.598282756586569","0.660539729684733",0.0434726990037796
"123","ACBD3","64746","0.259794176294104","0.0810460805155884","0.0149509297709461","0.259794176294104","1.19730787716258",0.0364394794826272
"124","ACBD4","79777","0.236396631611782","0.0668444786869839","0.00951422035356416","0.236396631611782","1.17804661846558",0.025208451408773
"125","ACBD5","91452","0.523947389605771","0.19676174948257","0.0323331017841544","0.523947389605771","1.43788409693612",0.0683785074862462
"126","ACBD6","84320","0.0736566635764476","0.233132282507875","0.761257247523563","0.0736566635764476","1.05238067653845",0.820027171874078
"127","ACBD7","414149","-2.33219980886579","0.351305003263362","0.000293582912226487","-2.33219980886579","0.198581095242995",0.00160293043338816
"128","ASIC2","40","2.03352741732385","0.2487520294172","7.93710684563617e-05","2.03352741732385","4.0940462979579",0.000604814790136879
"129","ASIC1","41","2.32514663046748","0.186578803697529","4.9324676156915e-06","2.32514663046748","5.01116704606978",8.57427287194372e-05
"130","ASIC3","9311","0.394922547592883","0.136171935131573","0.0229801682757929","0.394922547592883","1.31487216819129",0.0514686683916833
"131","ASIC4","55515","0.333933581163312","0.0797050754005007","0.00408801600892411","0.333933581163312","1.2604453618266",0.0127444070907763
"132","ASIC5","51802","0.198012660263459","0.145627275330249","0.216088447557748","0.198012660263459","1.14711709062305",0.3125056608415
"133","ACD","65057","0.257490282953728","0.0954525795480153","0.0307468338128389","0.257490282953728","1.19539737758569",0.0655890531341756
"134","ACE","1636","0.397191135999861","0.129723336892966","0.0182762470545461","0.397191135999861","1.31694138598121",0.0427641630463075
"135","ACE2","59272","-0.0010690369670818","0.0565910603474318","0.985455578414949","-0.0010690369670818","0.999259274513024",0.989844871348782
"136","ACER1","125981","-0.100589030458329","0.131844655676947","0.470425912335996","-0.100589030458329","0.932652126103182",0.573068663775684
"137","ACER2","340485","-0.00419487186391467","0.0604221312017194","0.94659213125436","-0.00419487186391467","0.997096559554371",0.961942998076546
"138","ACER3","55331","-0.116377632805127","0.139489241041606","0.431651958213368","-0.116377632805127","0.922500991695727",0.535848239132983
"139","ACHE","43","1.64160131355067","0.370665901333933","0.00304870587135927","1.64160131355067","3.12011956153244",0.0100892472327841
"140","ACIN1","22985","-0.464290477468735","0.132149318991249","0.00981467308972878","-0.464290477468735","0.724827462347923",0.0258584250902106
"141","ACLY","47","-0.385911865158186","0.130070369477107","0.0208980481568167","-0.385911865158186","0.76529513568236",0.0476429819181635
"142","ACMSD","130013","0.178034717925132","0.150973388600283","0.276823114529952","0.178034717925132","1.13134168783961",0.378595651145373
"143","ACN9","57001","-1.87390387545723","0.112362668924499","6.81248289046364e-07","-1.87390387545723","0.272834147176062",2.60152664704936e-05
"144","ACO1","48","-1.0403417706014","0.181311637650309","0.000707184512270649","-1.0403417706014","0.486212277672074",0.00317757004328826
"145","ACO2","50","0.592890261639822","0.121125881870932","0.00176350068555422","0.592890261639822","1.50826534636852",0.00651523122438097
"146","ACOT11","26027","0.0607509014756608","0.138541176126516","0.67423531523152","0.0607509014756608","1.04300849011264",0.74970941768281
"147","ACOT12","134526","0.402139550622403","0.143101249129618","0.0261393572249689","0.402139550622403","1.32146622374185",0.057388974262634
"148","ACOT2","10965","-0.20581752232846","0.378605133260216","0.60357633711175","-0.20581752232846","0.86704722407951",0.691883656316124
"149","ACOT4","122970","0.0879702453895655","0.185957154329911","0.650561364426713","0.0879702453895655","1.06287375307949",0.731217781354364
"150","ACOT7","11332","0.820975435122838","0.201097960779902","0.00467513280207762","0.820975435122838","1.76660002267515",0.0142058660235017
"151","ACOT9","23597","-0.400206274595422","0.123339724288296","0.0141597496584423","-0.400206274595422","0.757749933443796",0.0347891485912174
"152","ACOX1","51","1.02664016219518","0.133158820606237","0.000115304720308661","1.02664016219518","2.03727419178861",0.00079644253829095
"153","ACOX2","8309","-0.126644499530386","0.0534815978430214","0.0497522454281459","-0.126644499530386","0.915959363958371",0.096948326915565
"154","ACOX3","8310","0.760560411161643","0.122874138835875","0.00044972265053244","0.760560411161643","1.69414858456647",0.00222916055840031
"155","ACOXL","55289","-0.0632079635031493","0.0817901752307289","0.46492641053645","-0.0632079635031493","0.957133478114605",0.568027816021105
"156","ACP1","52","-1.30341558128373","0.152827055281338","6.04415587239686e-05","-1.30341558128373","0.405165831468852",0.000495425554021062
"157","ACP2","53","-0.10743053665592","0.466840635403648","0.824576847105477","-0.10743053665592","0.92823980075679",0.870149135228038
"158","ACP5","54","-0.0554691067929132","0.0673606390964962","0.437395500465085","-0.0554691067929132","0.962281496725234",0.541161346292325
"159","ACP6","51205","-0.543954408890178","0.173571109695387","0.0165194115452168","-0.543954408890178","0.685888318949124",0.0395234322389359
"160","ACPL2","92370","-0.310075590637017","0.228313541713412","0.216574187380553","-0.310075590637017","0.80659949598192",0.312971080620598
"161","ACPP","55","-0.0758237867395616","0.0934654904912241","0.443927485508163","-0.0758237867395616","0.948800196155663",0.54758384789417
"162","ACPT","93650","0.01968779093688","0.089437900673216","0.832053478743464","0.01968779093688","1.01374007577251",0.875905123002241
"163","ACR","49","-0.247855857698533","0.106298657126115","0.052482891017444","-0.247855857698533","0.842147089862003",0.101299385299457
"164","ACRBP","84519","-0.224583269126856","0.0617774075531435","0.00833825684615183","-0.224583269126856","0.855842204991568",0.0226074150459584
"165","ACRC","93953","0.236355936040209","0.122159946950804","0.0942529286733875","0.236355936040209","1.17801338857086",0.162337999143512
"166","ACRV1","56","0.165178658785035","0.0596708126888971","0.0277673912480919","0.165178658785035","1.12130492828223",0.060345323780425
"167","ACSBG1","23205","0.465066340000088","0.176349375379189","0.0335603118560954","0.465066340000088","1.3803808265189",0.0704382447810992
"168","ACSBG2","81616","0.0680722044353325","0.0629394285517837","0.315297779170059","0.0680722044353325","1.04831494058548",0.418924310413212
